,ASIN,タイトル,価格,説明,URL,サムネイルURLs
78,B00CSCF3T6,グローバル ファンヴィーノ 6040 左取手 28本用 SW-28,82500.0,"商品紹介      不明      ご注意（免責）＞必ずお読みください      ■家電リサイクルについて ワインセラーは、家電リサイクル法の対象となる特定家庭用機器です。 新しいワインセラーを購入される際、古いセラーの引取りを承っております。リサイクル料金と収集・運搬料金はお客さまのご負担となります。 古いセラーの引取をご希望の場合は、注文時に(・メーカー名 ・機種／型番 ・幅／奥行／高さ ）の項目をお知らせください。内容を確認後、料金をご案内致します。 (1）収集・運搬料金（エリア／日本国内 ※北海道・沖縄・離島を除く） 　3辺長さ合計　■200ｃｍ未満…6,356円　■250ｃｍ未満…8,516円　■300ｃｍ未満…20,396円　■350ｃｍ未満…25,796円 　注)・基準を超える重量の場合は、追加料金を頂く場合がございます。 　　・北海道・沖縄・離島の場合や、特殊搬入(※)の場合は追加料金をいただきます。お問合せ下さい。 　 ※階段搬出(エレベーターなし)、カウンター越え、クレーン搬入など　 (2)リサイクル料金 　　メーカーと容量(サイズ)により異なります。お問合せください TEL06-6543-9686 収集運搬費用＋リサイクル料金合計 例 ）東京都内で 3辺200cm以下 の場合、11,448円 (税込) 例 ）東京都内で 3辺800cm以下 の場合、31,320円 (税込)",https://https://www.amazon.co.jp/dp/B00CSCF3T6,"['https://m.media-amazon.com/images/I/41-MC6yNxkL.jpg', 'https://m.media-amazon.com/images/I/51sEMh6xeUL.jpg', 'https://m.media-amazon.com/images/I/41CiPJpXgOL.jpg', 'https://m.media-amazon.com/images/I/51NjX6lrkfL.jpg', 'https://m.media-amazon.com/images/I/51gZ0Dn965L.jpg', 'https://m.media-amazon.com/images/I/61V+qPQCp-L.jpg', 'https://m.media-amazon.com/images/I/61cm03o-KcL.jpg', 'https://m.media-amazon.com/images/I/61Oao2pkBiL.jpg', 'https://m.media-amazon.com/images/I/51S1N3GZQ8L.jpg']"
79,B0976K1MQ2,三ツ星貿易 エクセレンス ワインセラー 51本収納 145L コンプレツサー式 ブラック MLY-150C,99700.0,本格派のワイン好きな方の要望にも応える、余裕の51本収納■本体寸法/重量:幅595x奥行575x高さ820mm / 約43kg、有効内容量:145L■ボタン式温度設定。■デジタル温度表示。■2重ガラス扉。■LEDランプ搭載。■UVカットガラス。■コンプレッサー式■低騒音・低振動。■加温機能(ヒーター):なし、鍵:なし■メーカー保証:本体1年間、コンプレッサー3年間 ※保証書内容に従います 。,https://https://www.amazon.co.jp/dp/B0976K1MQ2,"['https://m.media-amazon.com/images/I/41aB8adoYUL.jpg', 'https://m.media-amazon.com/images/I/51pDhfFwdGL.jpg']"
80,B003R6NILC,フォルスター ワインセラー（26本収納） 【右開き】 ブラックforster Casual カジュアル FJC-85G-BK,-1.0,商品の説明      さまざまなお客様の声に応えて誕生した、ニューワインセラー【カジュアル】。 ワインを本格的に楽しみはじめた方のエントリーモデルとして、保存用とは別のデイリーワイン用セカンドセラーとして、赤・白ワイン専用のデイセラーとして。 もっと気軽に、もっと身近に、自分のスタイルで、ワインを楽しむための新しい提案です。      ご注意（免責）＞必ずお読みください      ≪ご購入前にご確認ください。≫ ●高温多湿、低温低湿、換気の悪い場所、直射日光が当たる場所、屋外、また床が不安定な場所への設置は避けてください。 ●床の耐荷重は、お客様側でご確認ください。 ●設置の際は、背面50mm以上、左右20mm以上、上面100mm以上の放熱スペースを取ってください。 ●通常使用環境下（~約25℃）で、湿度平均60％程度を維持します。（メーカー調べ）。但し、加湿機能を付けておらず湿度が安定しないため、ワイン短期保存用としてお使い下さい。 ●こちらの商品はヒーターレスモデルのため、外気が庫内設定温度より 低い場合、庫内温度が外気温に近づいていきます。設置いただく環境を予めご確認下さい。 ●庫内対流のファンは付いていませんので、庫内上下で温度差がでます。,https://https://www.amazon.co.jp/dp/B003R6NILC,"['https://m.media-amazon.com/images/I/41lg1AbKnkL.jpg', 'https://m.media-amazon.com/images/I/51cjCXq9wML.jpg', 'https://m.media-amazon.com/images/I/41CfyDGUPlL.jpg', 'https://m.media-amazon.com/images/I/41GO4cBse7L.jpg', 'https://m.media-amazon.com/images/I/51Gyjv0pPcL.jpg', 'https://m.media-amazon.com/images/I/41SQ6FTevZL.jpg']"
81,B00CGX1B20,ドメティック サイレントカーブ コンプレッサー方式 収納本数 :17本 D15,-1.0,●ドメティック D-15 Ma Cave 17本収納 ワインセラー (57L)●JANコード:4015704199468●■コンプレッサー式の高い冷却能力を持ち、ご家庭用のデイリーユースに最適です。●■マ・カーブは 2 温度帯の温度設定機能を持ち、赤・白・ロゼそれぞれ種類の違うワインを最適に保存致します。●■また、庫内を演出する青い LED ライト、容易に取り外すことの出来るワインの主要産地名が入ったPOP シールも付属し、デザイン性、機能性にも優れています。●定格内容量:57 リットル●幅:295mm●奥行:620mm●高さ:863mm●定格電圧:AC100V (50Hz/60Hz)●定格消費電力:80W●年間消費電力:190kWh/年●設定可能温度範囲:5℃?22℃●質量:29.0Kg●収納本数:標準:17 本●付属品:取扱説明書 保証書 鍵 x2 本 スライド棚(D15x5 枚) 保湿トレイ/保湿トレイ用スポンジ(D15x1 個),https://https://www.amazon.co.jp/dp/B00CGX1B20,['https://m.media-amazon.com/images/I/412vjwkICQL.jpg']
82,B088LTZWQD,ダイヘン 50A/70A 用 シールドカップ 「 H669G04 」 適合 1本,790.0,ダイヘン 50A/70A 用 シールドカップ 「 H669G04 」 適合　1本 【適用トーチ】 「ＣＴ-０５５２」「ＣＴ-０７０１」「ＣＴ-０７０２」 「ＣＴＺＬ-０７０１」「ＣＴＰ-０７０１」「ＣＴＰ-０７０２」  ダイヘン・プラズマ切断機の５０／７０Ａ用カップ 【返品対象外】 当店ではお客様都合による交換は受け付けておりません。,https://https://www.amazon.co.jp/dp/B088LTZWQD,['https://m.media-amazon.com/images/I/21G8Q-JxCdL.jpg']
83,B0976K8PKT,三ツ星貿易 エクセレンス ワインセラー 18本収納 58L コンプレツサー式 ブラック MLY-60C,61400.0,スリムで省スペース小型ながらもパワフルな冷却設計■本体寸法/重量:幅295x奥行575x高さ820mm / 約31.5kg、有効内容量:58L■ボタン式温度設定。■デジタル温度表示。■2重ガラス扉。■LEDランプ搭載。■UVカットガラス。■コンプレッサー式■低騒音・低振動。■加温機能(ヒーター):なし、鍵:なし■メーカー保証:本体1年間、コンプレッサー3年間 ※保証書内容に従います 。,https://https://www.amazon.co.jp/dp/B0976K8PKT,"['https://m.media-amazon.com/images/I/31uHsywF7qL.jpg', 'https://m.media-amazon.com/images/I/41dtJJSSasL.jpg']"
84,B07VD65JY3,ワインセラー 68～88本送料・設置料無料 カーブ ガラス扉 cave コンプレッサー式 家庭用 業務用 ワインセラー,119990.0,商品の説明      ２温度設定可能ワインセラー      ご注意（免責）＞必ずお読みください      メーカー保証はつきません,https://https://www.amazon.co.jp/dp/B07VD65JY3,"['https://m.media-amazon.com/images/I/31toHtdGZnL.jpg', 'https://m.media-amazon.com/images/I/51PreDwleJL.jpg', 'https://m.media-amazon.com/images/I/51y3R1uZetL.jpg', 'https://m.media-amazon.com/images/I/51CpUS1+dOL.jpg', 'https://m.media-amazon.com/images/I/51686QiRjmL.jpg', 'https://m.media-amazon.com/images/I/518KHLBwDwL.jpg', 'https://m.media-amazon.com/images/I/51SiA+0POQL.jpg']"
85,B00M0FAOIQ,〈家庭用〉12本収納 ワインセラー BCW-35C,14800.0,■商品名　12本収納ワインセラー BCW-35C ■サイズ(約)　幅25.2×奥行50.0×高さ63.5cm ■内寸サイズ(約)　幅17.5×奥行32.0×高さ53.0cm ■重量　12kg ■容量　35L ■収納可能本数　12本 ■周囲温度　20~26℃ ■消費電力　65W ■付属品　棚×5段 ■定格電圧　100V 50/60Hz ■断熱材　シクロベンタン ■材質　HIPS、スチール、ガラス ■注意事項　この商品は外気温に反応するため、涼しい場所に設置してください。 ■製造国　中国 ■保証期間　6ヶ月,https://https://www.amazon.co.jp/dp/B00M0FAOIQ,"['https://m.media-amazon.com/images/I/31xDLzu7fKL.jpg', 'https://m.media-amazon.com/images/I/61Jp9kWj-FL.jpg', 'https://m.media-amazon.com/images/I/51a-ZAoAlyL.jpg', 'https://m.media-amazon.com/images/I/51LUgpPEGsL.jpg']"
86,B01N6X4GNE,フォルスタージャパン ワインセラー カジュアルプラス FJC-95G BK(ブラック) 26本収納 省エネ インバーターセラー,-1.0,◆安定した冷却機能と圧倒的な省エネ効果、高性能インバーターコンプレッサー搭載◆フルフラットのガラス扉、大型LED照明、暗転モード付きタッチパネルディスプレイ◆さまざまなワインボトルに対応したワイヤーラック採用・外形寸法：幅500×奥行545×高さ770mm・冷却方式：コンプレッサー式　／　★離島、山間部、一部遠隔地はご注文をお受けできません。,https://https://www.amazon.co.jp/dp/B01N6X4GNE,"['https://m.media-amazon.com/images/I/41bgNkeoQdL.jpg', 'https://m.media-amazon.com/images/I/41pMPFwrRoL.jpg', 'https://m.media-amazon.com/images/I/41ByDlgbMjL.jpg', 'https://m.media-amazon.com/images/I/51j9vtIitBL.jpg', 'https://m.media-amazon.com/images/I/41Tn0oRaMHL.jpg', 'https://m.media-amazon.com/images/I/41eoBjgsRqL.jpg']"
87,B01KQDRMAQ,岩谷 カッター用ジョイント IFM7CJ,605.0,商品の説明をすべて表示,https://https://www.amazon.co.jp/dp/B01KQDRMAQ,['https://m.media-amazon.com/images/I/41FgVqr99EL.jpg']
88,B08HQKL3L6,フォルスタージャパン ワインセラー SG-122GD (WB) ウッドブラウン グランセラー GrandCellar 2温度タイプ,149000.0,JANコード 4562297850691 ボディカラー ウッドブラウン 扉開き 右開き(有料オプションサービスで左開きへ変更可能) 扉タイプ フレーム付ガラス扉 温度帯 2温度タイプ 鍵 あり ワイン収納本数※1 41本 外形寸法(mm) W501×D590×H820 温度設定 5~20℃ 使用周囲温度※2 10~38℃ 定格内容積 108L 製品質量 44kg 生産国 中国 ※1 標準的なボルドータイプのボトル換算。 ※2 JIS C 9801ー3:2015による数値。,https://https://www.amazon.co.jp/dp/B08HQKL3L6,"['https://m.media-amazon.com/images/I/31d3g5EG5yL.jpg', 'https://m.media-amazon.com/images/I/413WzcjCFRL.jpg', 'https://m.media-amazon.com/images/I/41P7Dpys8eL.jpg', 'https://m.media-amazon.com/images/I/411Q8IGqHNL.jpg', 'https://m.media-amazon.com/images/I/41mtr1r8ErL.jpg', 'https://m.media-amazon.com/images/I/4176-XGf6XL.jpg', 'https://m.media-amazon.com/images/I/31MWStUTm8L.jpg', 'https://m.media-amazon.com/images/I/31eH4gRM0-L.jpg', 'https://m.media-amazon.com/images/I/41AF3ZtVTSL.jpg']"
89,B07K7YL88Y,ARION オールカーサ ワインセラー 8本収納 ペルチェ冷却方式 AR-08W,13200.0,●上品なフォルムでインテリアのポイントに。●大きすぎないサイズ感でワイン初心者にもおすすめ。●ブルーのインテリアライト付きで中も見えやすく、おしゃれな雰囲気を演出。ライトはお好みで点・消灯が可能。●緩やかなカーブでボトルをしっかり支えるワイヤー棚。●周囲温度より約-18℃まで冷却可能。●収納可能本数:8本,https://https://www.amazon.co.jp/dp/B07K7YL88Y,['https://m.media-amazon.com/images/I/41oyv0jEWeL.jpg']
90,B079FMPNK9,緑川化成工業 冷蔵庫床凹み防止パネル Mサイズ AST-000002,5030.0,冷蔵庫の新規購入・買い替え時に設置する床面の凹みを防止■高耐衝撃性　・高品質ポリカーボネート素材で大切なお部屋の床への負担を抑制。■反りにくい材質　・高品質のポリカーボネート材で軟質ポリ塩化ビニルのマットと比べて反りにくく、フラットなパネルの形を長期間保つことが可能。■床暖房に対応　・120℃の耐熱性を持つため、床暖房のお部屋にも対応。■安心・安全の日本製　・全ての角を丸く処理した一切角のない安全設計。　・小さなお子様がいらっしゃるご家庭でも、安心してお使い頂ける。,https://https://www.amazon.co.jp/dp/B079FMPNK9,"['https://m.media-amazon.com/images/I/312Eq21GttL.jpg', 'https://m.media-amazon.com/images/I/41aAdE5XvXL.jpg', 'https://m.media-amazon.com/images/I/41kq51YJQLL.jpg', 'https://m.media-amazon.com/images/I/41rFm098hkL.jpg', 'https://m.media-amazon.com/images/I/41eKeIBaDsL.jpg', 'https://m.media-amazon.com/images/I/31U4oyNFpfL.jpg']"
91,B003UTUPS0,IDEX Caverina(カヴリナ) ワインセラー 18本収納タイプ ブラック WR-5018B,39800.0,●【Caverina（カヴリナ）】。「Caverina（カヴリナ）」は感性と価値観を大切に生きる方へ提案する家庭用ワインセラー（ホームセラー）。「Caverina（カヴリナ）」とは、優美でおしとやかなイメージで誕生した造語名で（イタリア語）、「小さな（rina）貯蔵室（cave）」＝“ご家庭向きのコンパクトなセラー”を意味している<br>●WR-5018Bは冷却ユニットを2台使用することで、従来の25℃環境の温度制御から、30℃環境での温度制御(10℃～18℃設定)が可能となった（※使用状況により若干異なる場合がある）。加温機能は非搭載。また、フロンガスなどの排出がないため、環境に配慮された冷却システム<br>●【ワインボトルが最大で18本収納可能】。中段と下段にはブルゴーニュタイプのボトルも収納できるが、当製品はボルドータイプの750mmレギュラーボトルを基準に設計され、最大で18本収納することが可能。また、棚の取り外しが自由に行えるため、ワインボトルを立てた状態でも収納可能。さらには、残ってしまったワインなども無駄なくセラー品質で保存(短期保存)できるため、お好みに合わせて利用できる（※収納本数についてはボトルの形状により異なる）<br>●【高級感漂うデザイン性を演出】。光沢感あるガラスパネルを扉のほぼ全面に採用することで、セラー庫内の解放感と商品の迫力を演出。シャープなデザインで重厚な趣は高級感漂う商品<br>●【簡単操作。ガラスタッチ方式を採用】。いちいち扉を開けなくても温度や照明点灯などの設定ができる外部操作。操作部についてはガラスパネルに触れるだけで簡単に設定ができるようガラスタッチ方式を採用。ボタンを押すごとに1℃上下設定でき、操作パネル部にはブルーのLED表示が庫内温度を見やすく表示。さらに庫内を白色LEDがやさしい光で照らす庫内灯を装備<br>●【温度制御】。10℃～18℃(冷却機能のみ)<br>●【湿度管理】。平均55％～75％を維持(外気の水分を庫内に取り込む湿度還元方式)<br>●超低振動(ファンモーターの振動のみ)<br>●紫外線防止(UVカットガラス採用)<br>,https://https://www.amazon.co.jp/dp/B003UTUPS0,"['https://m.media-amazon.com/images/I/41DCVAgbKGL.jpg', 'https://m.media-amazon.com/images/I/41cEftqFfJL.jpg', 'https://m.media-amazon.com/images/I/41WZBmN9dEL.jpg', 'https://m.media-amazon.com/images/I/41snOUK0U7L.jpg', 'https://m.media-amazon.com/images/I/41OKUv-1j2L.jpg', 'https://m.media-amazon.com/images/I/51YSLgQ3lXL.jpg', 'https://m.media-amazon.com/images/I/51NvPmG8lDL.jpg']"
92,B00F3PAEC6,アピックス 保冷温庫専用DC電源コード ACW-DC6,1100.0,アピックス保冷温庫(ACW-620)専用 DC電源コードです。車でお使いになりたいときに。6A電源ヒューズ付。,https://https://www.amazon.co.jp/dp/B00F3PAEC6,['https://m.media-amazon.com/images/I/41QiuR5+xEL.jpg']
93,B01M704KNK,象印部品：内容器/A29-6B電子ジャー用,3630.0,TYAK-C18-FC用内釜,https://https://www.amazon.co.jp/dp/B01M704KNK,['https://m.media-amazon.com/images/I/21v5lHHhp5L.jpg']
94,B091T1D26M,抗酸化セラーサーバーヴィノルンゴ シリーズ (Special),-1.0,"外観・状態のとても良い デモ用ヴィノルンゴをフルレストアした美品です。1台限り。　参考新品価格（税・送料込）は147,650円です（原材料高騰のため来年度価格改定予定）。 　消耗品の抗酸化ガスカートリッジは付属していません。別途ご用意してください。 　　　・いつでも、ワンプッシュで、不活性ガスで飲料を置換し、設定量を、設定温度で、空気を巻き込み、美味しく綺麗に注ぎます。ワインでは約48~60日新鮮に保ちます（ボトル設置時に手でチューブに触れなければ）。また流路は異物（澱、細菌、飲料など）の付着が極めて少ない医療材料を使用しているため、サーバー類に多い臭いの付着・持ち込みが極めて少ないことが大きな特徴です。　　・ルンゴN2装着により風味を維持して、酸化・変色を抑制（熟成した飲料に）。　　ルンゴCO2装着により、酸味・発泡性を増しながら酸化抑制（ドライな飲料、スパークリング、633ml瓶ビールに）。　*ガスカートリッジは使い切るまで途中では交換できません）　　・別売の専用食品チューブをガス噴射口に装着すると、複数のボトルや食品容器に不活性ガスを噴射し、ガス置換保存ができ、飲食品のロングライフ化が可能です。　保証はお受け取り後180日（保証書の記載は1年ですが、新古品扱いのため6か月になります。） 　修理の必要な故障（約0.5％）の際は電安法の定める技術基準と技術者を持つエンジニアセンターでの集中修理となります。 　　精密装置のため保証期間内・外に関わらず修理のための梱包と往復の配送料所有されているお客様にご負担願います。 （専用の外箱があれば宅急便の3辺140mの配送費用になります）　　このロット専用の外箱あり。",https://https://www.amazon.co.jp/dp/B091T1D26M,"['https://m.media-amazon.com/images/I/315wMBYD8XL.jpg', 'https://m.media-amazon.com/images/I/41oOaef-OTL.jpg', 'https://m.media-amazon.com/images/I/51p9zFAD86L.jpg', 'https://m.media-amazon.com/images/I/51Q2Qp5B7RL.jpg', 'https://m.media-amazon.com/images/I/41ZpNiKTW5L.jpg', 'https://m.media-amazon.com/images/I/41yKTo9w0hL.jpg', 'https://m.media-amazon.com/images/I/51MHQKbc8EL.jpg', 'https://m.media-amazon.com/images/I/41-y3+HW0NL.jpg', 'https://m.media-amazon.com/images/I/51iBXyUcJaL.jpg']"
95,B08F1TYGZN,48399560S パロマ ガスコンロ 純正部品 つまみ組立B,770.0,商品の説明      コンロの火力調整に使うつまみです。対応製品型番【PKD-230B】      ご注意（免責）＞必ずお読みください      ご注意ください！　ご注文後のキャンセル・返品・返金・交換はお受けできません。必ずお取り付け場所に商品があっているか取り付け業者様にご確認いただき、ご注文をお願いいたします。ご不明な点はメーカーお客様センターまたは弊社にお問い合わせくださいませ。ご注文内容にお間違いないか、サイズ、カラー、仕様、現場に合うか等、必ずご確認いただいてからご注文手続きをお願い致します。なお、画像はすべてメーカーのカタログ画像を使用しています。パソコンやスマホによっては実際の色と異なってみえる場合がありますが、その場合でも返品等はお受けできません、カラー、デザインが気になる方は実際の商品をメーカーショールームでご確認してからのお買い物求めをお願いいたします。,https://https://www.amazon.co.jp/dp/B08F1TYGZN,['https://m.media-amazon.com/images/I/11rW9ugqhoS.jpg']
96,B07K2RJL9J,ワインセラーAMADEO アマデオ『AW-WS32』【右開き】【保証なし】 シルバー 家庭用ワインセラー,29999.0,商品の説明      ・この商品は保証なしの商品です。 ・初期不良のみ無償で対応いたします。 ・商品到着後10日以内にご連絡頂いただいた場合のみ初期不良対象となります。 ・いかなる場合も商品到着後10日より経過した商品に関しましては初期不良対応外となります。 　予めご了承いただけますようお願いいたします。      ご注意（免責）＞必ずお読みください      ・この商品は保証なしの商品です。 ・初期不良のみ無償で対応いたします。 ・商品到着後10日以内にご連絡頂いただいた場合のみ初期不良対象となります。 ・いかなる場合も商品到着後10日より経過した商品に関しましては初期不良対応外となります。 　予めご了承いただけますようお願いいたします。,https://https://www.amazon.co.jp/dp/B07K2RJL9J,"['https://m.media-amazon.com/images/I/31a6xvyDM-L.jpg', 'https://m.media-amazon.com/images/I/51W6nRsaPqL.jpg', 'https://m.media-amazon.com/images/I/41b1jbLj5PL.jpg', 'https://m.media-amazon.com/images/I/31a5Iyp4jfL.jpg', 'https://m.media-amazon.com/images/I/5165mqtuWYL.jpg', 'https://m.media-amazon.com/images/I/51dLnTZIUzL.jpg', 'https://m.media-amazon.com/images/I/5120G8Z3ufL.jpg', 'https://m.media-amazon.com/images/I/41qAhvafWPL.jpg', 'https://m.media-amazon.com/images/I/51d5WrLx-+L.jpg']"
97,B075XHRXSW,CE-4W-W(ホワイト) ペルチェ方式4本収納用ワインセラー,-1.0,コンパクトサイズで置き場所を選ばず ワインをよりカジュアルに楽しめるセラー CE-4W-W　は、テーブルにも置けるコンパクトタイプのセラーでありながら、日本メーカー製ペルチェを採用した冷却システムなど、本格的な仕様となっています。 前面木目のワイン棚、木目調ドアハンドル、ホワイトボディーなど、リビングやワンルームなどのインテリアにも合わせやすいワインセラーです。,https://https://www.amazon.co.jp/dp/B075XHRXSW,"['https://m.media-amazon.com/images/I/419zB9XA4JL.jpg', 'https://m.media-amazon.com/images/I/41U2VodOdbL.jpg', 'https://m.media-amazon.com/images/I/41VDKEcOTeL.jpg']"
98,B07VVK4MMN,さくら製作所 傾斜棚 アシストバー ワインセラー SB75/SB103用 オプションパーツ KSSB503,2420.0,「ラベルを見せたい」というお客様の声から生まれました。傾斜棚アシスタントバーがあれば、付属の棚が傾斜棚としてご利用いただけまます。自由に角度を変えることができるので、アシスタントバーは取り付ける位置を自由に変更できお好みの角度でワインを見せることが可能。また、カードホルダー機能付きなので、ワインの名前や値段の設置や、ワインを保管した日・産地の記録を表示するなど、ご自身でカスタマイズを楽しめます。※対応機種: Premium SB75・Premium SB103、JAN: 4589953360271,https://https://www.amazon.co.jp/dp/B07VVK4MMN,"['https://m.media-amazon.com/images/I/31DTDB-HnuL.jpg', 'https://m.media-amazon.com/images/I/31XIN-zYVeL.jpg', 'https://m.media-amazon.com/images/I/31uRxm+7oLL.jpg', 'https://m.media-amazon.com/images/I/31usen3-UZL.jpg', 'https://m.media-amazon.com/images/I/51E69lu+p6L.jpg', 'https://m.media-amazon.com/images/I/41PpjB1qcNL.jpg']"
99,B06XBB2RP9,コロナ ソフトパネル （3畳用） UP-32M,44680.0,コロナ ソフトパネル （3畳用） UP-32M,https://https://www.amazon.co.jp/dp/B06XBB2RP9,['https://m.media-amazon.com/images/I/41+5nbUTAjL.jpg']
100,B00JY98R2G,funVino(ファンヴィーノ)　ワインセラー　funVino28　SW-28　(6040),100000.0,少しずつ飲みたい場合や飲み残した場合に、栓をしたまま保管することができるので便利です。ハイパワーコンプレッサー搭載なので、日本の猛暑でもワインを適温で保管することができます。 製造国:中国 素材・材質:鉄、ABS樹脂、アクリルガラス 重量:約34kg 仕様:設定可能温度:7~18度収納可能本数:26~28本 (標準的なボルドータイプのボトル収納時)冷却方式:コンプレッサー式電源コードの長さ:1.5m電圧・周波数:100V・50/60hz定格消費電力:117w冷媒:R600a(ノンフロン)内容量:85Lラック:スライドラック×3・ベースラック×1鍵付 付属品:取扱説明書保証書(保証期間1年),https://https://www.amazon.co.jp/dp/B00JY98R2G,"['https://m.media-amazon.com/images/I/41d-bS-eZqL.jpg', 'https://m.media-amazon.com/images/I/51LJAJfGKhL.jpg', 'https://m.media-amazon.com/images/I/51sXsdwqP1L.jpg']"
101,B005V8E8JU,フォルスタージャパン ワインセラー用傾斜ラック ロングフレッシュ270シリーズ用,3810.0,,https://https://www.amazon.co.jp/dp/B005V8E8JU,['https://m.media-amazon.com/images/I/41UW7ojnUbL.jpg']
102,B07BVTHLS9,まるか光洋 大皿 おぼろ夜 直径25.5×高さ3.5cm 業務用 51598006,1980.0,電子レンジ:○食器洗浄機:○オーブン・直火:×,https://https://www.amazon.co.jp/dp/B07BVTHLS9,['https://m.media-amazon.com/images/I/51tRRXOI7KL.jpg']
103,B07P9YS79F,70-90本用2層式ワインセラー CS-S7090SP カシェットシークレット スマートプロテクション CachetteSecrete 保証なし,119990.0,商品の説明          ▼S-Class　2層式70-90本入りワインセラー： 「Cachette Secrete S-Class」の2層式70-90本ワインセラーはワインのための理想的な温度・湿度を保つためにデザイン及び設計が施されています。温度は冷却・加温の機能が完備され、5～20度の温度設定が可能です。湿度は「Moist system」により保湿に優れた構造です。セラー内の温度・湿度は安定し、よりワインの保存に適した環境作りを演出します。大容量かつデザイン性と機能面に優れたワインセラーはプロの現場を想定した業務用セラーとして、レストランをはじめ多方面からのご指示を頂戴しております。▼ハイパワーコンプレッサーによる柔軟な温度設定：ワインにとって急激な温度変化はダメージの原因となります。 外気温の変化や設定温度変更の際、冷却・加温ともに時間をかけて少しずつ温度変化が行われ設定温度になります。 ▼保湿（Moist system）： 「Cachette Secrete　S-Class」の2層式ワインセラーは庫内で結露した水滴をエンボス壁で留めることにより湿度が下がらないよう努めます。また、結露して流れ落ちた水滴は内部タンクに一時的に溜まり、ファンの風をタンクの水に触れさせることにより、ワインセラー内の湿度が急激に低下することを防ぎます。             ご注意（免責）＞必ずお読みください          ・この商品は保証なしの商品です。 ・無償修理・故障時代替品貸し出しサービス等、付随するサービスはすべて適用外となります。 ・製品初期不良の場合のみ無償で対応いたします。 ※商品到着後10日以内にご連絡頂いただいた場合のみ初期不良対象となります。 ※いかなる場合も商品到着後10日より経過した商品に関しましては初期不良対応外となります。 予めご了承いただけますようお願いいたします。,https://https://www.amazon.co.jp/dp/B07P9YS79F,"['https://m.media-amazon.com/images/I/41JvyoLcCCL.jpg', 'https://m.media-amazon.com/images/I/51bn2+DVDaL.jpg', 'https://m.media-amazon.com/images/I/51Hno-D+qXL.jpg', 'https://m.media-amazon.com/images/I/51ehYySkoEL.jpg', 'https://m.media-amazon.com/images/I/51aT+248KAL.jpg', 'https://m.media-amazon.com/images/I/61whUv1BVfL.jpg', 'https://m.media-amazon.com/images/I/51twRJ4yvVL.jpg', 'https://m.media-amazon.com/images/I/51h9o-PryWL.jpg', 'https://m.media-amazon.com/images/I/51mKbMhdgmL.jpg']"
104,B07JQL69H1,デバイスタイル ワインセラー(127本収納) 【右開き】deviceSTYLE WF-C127W,228800.0,スリムで大容量 洗練された美を追求したデザイン 127本の大容量　長期熟成型ワインセラー WF-C127W は、横幅59.5cmとスリムな形状でありながら127本の収納が可能な大容量設計で、加温機能も装備した長期熟成型のワインセラーです。 長期にわたり安定的な温度を保つため、インナーケースの素材には温度維持能力の高いアルミ合金を採用。 多くのセラーに用いられている樹脂に比べ、庫内の温度をより安定させ、かつ湿潤に保ちます。 冷却器には銅を使用し、冷却性能および耐久性をより向上させています。 外気温が下がっても庫内の温度を保持できるヒーターを装備、ほとんどのブルゴーニュタイプのボトルの収納が可能な90mmの棚ピッチ、前面ガラス扉には断熱性に優れたペアガラスを採用するなど、基本性能が充実した長期熟成に適した本格的なワインセラーです。 操作部にはLEDライトにより視認性を高めたディスプレイを装備。 またドア閉め忘れアラーム、前面ガラス扉ロック機能など多機能な仕様となっています。,https://https://www.amazon.co.jp/dp/B07JQL69H1,"['https://m.media-amazon.com/images/I/41YobTFJ8ML.jpg', 'https://m.media-amazon.com/images/I/41cES7EWPKL.jpg', 'https://m.media-amazon.com/images/I/41pAWM7uFrL.jpg', 'https://m.media-amazon.com/images/I/41MtCnMPvtL.jpg', 'https://m.media-amazon.com/images/I/41Lf-150TNL.jpg']"
105,B000SIBFGC,Dometic 家庭用 ワインクーラー SW6,-1.0,商品の説明      ドメティック      Amazonより      ●飲み頃のワインを卓上で楽しめるコンパクトサイズ ●ボトルが見える美しいウィンドウドアデザイン ●きれいにボトルが収まるワイヤー棚 ●デジタル温度制御による温度管理 ●5~20度の幅広い温度設定（1度単位） ●いつでも見やすいデジタル温度計（摂氏度・華氏Fの切り替え可能） ●庫内LEDインテリアライト付き（ON/OFFスイッチ付き） ●環境に優しいノンフロンタイプ（ペルチェ方式） ●車のシガーソケット（DC12V）につないで使用可能。アウトドアにも便利,https://https://www.amazon.co.jp/dp/B000SIBFGC,"['https://m.media-amazon.com/images/I/41SntNNN65L.jpg', 'https://m.media-amazon.com/images/I/41fwzJ3zF6L.jpg', 'https://m.media-amazon.com/images/I/41tJSvgEO+L.jpg', 'https://m.media-amazon.com/images/I/41y4twR6pmL.jpg', 'https://m.media-amazon.com/images/I/4152iHdtEOL.jpg', 'https://m.media-amazon.com/images/I/51sNreAjbML.jpg', 'https://m.media-amazon.com/images/I/41YIZmW0wbL.jpg']"
